"Site","Latitude","Longitude","Year","Date","Transect","Depth_ft","Category","Classcode","Amount","Total_Amount","Percentage"
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Cover","Crustose Coralline",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Cover","Sessile Invertebrates",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Superlayer","Superlayer Brown Algae",8,30,26.6666666666667
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Cover","Articulated Coralline",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Cover","Kelp Holdfast",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Cover","Acid Weed",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Cover","Green Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,4,22,"UPC Cover","Seagrasses",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","None",18,30,60
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Other Brown Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Encrusting Red Algae",3,30,10
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Red Algae",9,30,30
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Crustose Coralline",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Sessile Invertebrates",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Superlayer","Superlayer Brown Algae",2,30,6.66666666666667
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Articulated Coralline",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Kelp Holdfast",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Acid Weed",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Green Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,5,9.5,"UPC Cover","Seagrasses",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","None",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Other Brown Algae",18,30,60
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Encrusting Red Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Red Algae",1,30,3.33333333333333
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Crustose Coralline",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Sessile Invertebrates",8,30,26.6666666666667
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Superlayer","Superlayer Brown Algae",2,30,6.66666666666667
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Articulated Coralline",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Kelp Holdfast",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Acid Weed",0,30,0
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Superlayer","Superlayer Green Algae",2,30,6.66666666666667
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Green Algae",3,30,10
"Christie Islet",49.499183,-123.303283,2025,2025-09-02,6,9,"UPC Cover","Seagrasses",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","None",7,30,23.3333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Other Brown Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Encrusting Red Algae",21,30,70
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Red Algae",2,30,6.66666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Crustose Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Sessile Invertebrates",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Superlayer","Superlayer Brown Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Articulated Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Kelp Holdfast",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,1,39,"UPC Cover","Seagrasses",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","None",4,30,13.3333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Other Brown Algae",1,30,3.33333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Encrusting Red Algae",18,30,60
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Red Algae",1,30,3.33333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Crustose Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Sessile Invertebrates",6,30,20
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Superlayer","Superlayer Brown Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Articulated Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Kelp Holdfast",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,2,22,"UPC Cover","Seagrasses",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","None",17,30,56.6666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Other Brown Algae",4,30,13.3333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Encrusting Red Algae",8,30,26.6666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Red Algae",1,30,3.33333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Crustose Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Sessile Invertebrates",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Superlayer","Superlayer Brown Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Articulated Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Kelp Holdfast",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,3,28,"UPC Cover","Seagrasses",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","None",5,30,16.6666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Other Brown Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Encrusting Red Algae",21,30,70
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Red Algae",2,30,6.66666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Crustose Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Sessile Invertebrates",2,30,6.66666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Superlayer","Superlayer Brown Algae",15,30,50
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Articulated Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Kelp Holdfast",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,4,30.5,"UPC Cover","Seagrasses",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","None",18,30,60
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Other Brown Algae",1,30,3.33333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Encrusting Red Algae",5,30,16.6666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Red Algae",3,30,10
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Crustose Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Sessile Invertebrates",3,30,10
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Superlayer","Superlayer Brown Algae",7,30,23.3333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Articulated Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Kelp Holdfast",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,5,22,"UPC Cover","Seagrasses",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","None",25,30,83.3333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Other Brown Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Encrusting Red Algae",2,30,6.66666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Red Algae",2,30,6.66666666666667
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Crustose Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Sessile Invertebrates",1,30,3.33333333333333
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Superlayer","Superlayer Brown Algae",3,30,10
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Articulated Coralline",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Kelp Holdfast",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Acid Weed",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Green Algae",0,30,0
"Whytecliff Park",49.371154,-123.292206,2024,2024-09-02,6,18,"UPC Cover","Seagrasses",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","None",24,30,80
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Other Brown Algae",5,30,16.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Encrusting Red Algae",1,30,3.33333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Crustose Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Sessile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Superlayer","Superlayer Brown Algae",2,30,6.66666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Superlayer","Superlayer Red Algae",5,30,16.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Articulated Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Kelp Holdfast",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Green Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,1,37,"UPC Cover","Seagrasses",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","None",29,30,96.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Other Brown Algae",1,30,3.33333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Encrusting Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Crustose Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Sessile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Superlayer","Superlayer Brown Algae",1,30,3.33333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Superlayer","Superlayer Red Algae",1,30,3.33333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Articulated Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Kelp Holdfast",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Green Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,2,37,"UPC Cover","Seagrasses",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","None",19,30,63.3333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Other Brown Algae",1,30,3.33333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Encrusting Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Red Algae",4,30,13.3333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Crustose Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Sessile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Superlayer","Superlayer Brown Algae",11,30,36.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Articulated Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Kelp Holdfast",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Green Algae",4,30,13.3333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,3,14,"UPC Cover","Seagrasses",2,30,6.66666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","None",20,30,66.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Other Brown Algae",2,30,6.66666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Encrusting Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Red Algae",7,30,23.3333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Crustose Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Sessile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Superlayer","Superlayer Brown Algae",11,30,36.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Superlayer","Superlayer Red Algae",2,30,6.66666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Articulated Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Kelp Holdfast",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Green Algae",1,30,3.33333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,4,12,"UPC Cover","Seagrasses",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","None",19,30,63.3333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Other Brown Algae",2,30,6.66666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Encrusting Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Red Algae",5,30,16.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Crustose Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Sessile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Superlayer","Superlayer Brown Algae",7,30,23.3333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Articulated Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Kelp Holdfast",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Superlayer","Superlayer Green Algae",3,30,10
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Green Algae",4,30,13.3333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,5,13,"UPC Cover","Seagrasses",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","None",23,30,76.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Other Brown Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Encrusting Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Crustose Coralline",2,30,6.66666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Sessile Invertebrates",2,30,6.66666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Superlayer","Superlayer Brown Algae",14,30,46.6666666666667
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Articulated Coralline",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Kelp Holdfast",0,30,0
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Superlayer","Superlayer Green Algae",7,30,23.3333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Green Algae",1,30,3.33333333333333
"Point Vashon",47.512553,-122.473981,2023,2023-07-10,6,12,"UPC Cover","Seagrasses",2,30,6.66666666666667
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Cover","None",21,30,70
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Cover","Other Brown Algae",0,30,0
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Cover","Encrusting Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Cover","Red Algae",1,30,3.33333333333333
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Cover","Crustose Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Cover","Sessile Invertebrates",3,30,10
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Superlayer","Superlayer Brown Algae",14,30,46.6666666666667
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2022,2022-08-03,1,12.5,"UPC Cover","Articulated Coralline",0,30,0
