"Site","Latitude","Longitude","Year","Date","Transect","Depth_ft","Classcode","Amount","Stipes","Distance"
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Bull Kelp",29,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Five-Ribbed Kelp",3,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Sieve Kelp",1,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Sugar Kelp",59,NA,12
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Winged Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Wire Weed",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,4,9,"Woody Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Acid Weed",25,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Broad-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Bull Kelp",13,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Five-Ribbed Kelp",6,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Sieve Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Sugar Kelp",53,NA,6.3
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Winged Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Wire Weed",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,5,10.5,"Woody Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Acid Weed",38,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Broad-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Bull Kelp",62,NA,9.8
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Five-Ribbed Kelp",5,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Sieve Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Sugar Kelp",52,NA,6
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Winged Kelp",5,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Wire Weed",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2024,2024-06-29,6,8.5,"Woody Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Acid Weed",26,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Broad-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Bull Kelp",37,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Five-Ribbed Kelp",3,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Sieve Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Sugar Kelp",50,NA,10.8
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Winged Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Wire Weed",6,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,1,9.5,"Woody Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Acid Weed",27,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Broad-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Bull Kelp",36,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Five-Ribbed Kelp",4,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Sieve Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Sugar Kelp",51,NA,14.7
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Winged Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Wire Weed",2,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,2,8.5,"Woody Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Acid Weed",2,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Broad-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Bull Kelp",19,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Five-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Sieve Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Sugar Kelp",58,NA,22.8
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Winged Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Wire Weed",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,3,9,"Woody Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Acid Weed",7,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Broad-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Bull Kelp",34,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Five-Ribbed Kelp",2,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Sieve Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Sugar Kelp",52,NA,12.1
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Winged Kelp",3,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Wire Weed",10,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,4,6.5,"Woody Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Acid Weed",31,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Broad-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Bull Kelp",47,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Five-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Sieve Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Sugar Kelp",51,NA,9.4
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Winged Kelp",1,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Wire Weed",2,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,5,8,"Woody Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Acid Weed",12,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Broad-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Bull Kelp",47,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Feather Boa Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Five-Ribbed Kelp",6,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Giant Kelp",0,0,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Sieve Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Sugar Kelp",52,NA,13.8
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Three-Ribbed Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Torn Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Winged Kelp",0,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Wire Weed",1,NA,30
"Derelict Conveyor",48.855254,-122.730835,2025,2025-06-27,6,7.5,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Acid Weed",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Sugar Kelp",14,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Wire Weed",25,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,1,3.5,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Acid Weed",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Sugar Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Wire Weed",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,2,1,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Acid Weed",13,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Sugar Kelp",3,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Wire Weed",22,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,3,3.5,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Acid Weed",1,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Sugar Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Wire Weed",13,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,4,1.5,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Acid Weed",9,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Sugar Kelp",9,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Wire Weed",50,NA,7.9
"Devils Head",47.166934,-122.761201,2022,2022-09-17,5,1,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Acid Weed",5,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Sugar Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Wire Weed",1,NA,30
"Devils Head",47.166934,-122.761201,2022,2022-09-17,6,1,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Acid Weed",22,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Five-Ribbed Kelp",10,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Sugar Kelp",63,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Wire Weed",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,1,15,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Acid Weed",50,NA,12
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Five-Ribbed Kelp",2,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Sugar Kelp",36,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Wire Weed",1,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,2,14.5,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Acid Weed",34,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Five-Ribbed Kelp",14,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Sugar Kelp",42,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Wire Weed",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,3,12.5,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Acid Weed",21,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Sugar Kelp",11,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Wire Weed",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,4,10.5,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Acid Weed",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Sieve Kelp",3,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Sugar Kelp",2,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Three-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Torn Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Winged Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Wire Weed",13,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,5,5.5,"Woody Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"Acid Weed",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"Broad-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"Bull Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"Feather Boa Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"Five-Ribbed Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"Giant Kelp",0,0,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"Sieve Kelp",0,NA,30
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"Sugar Kelp",0,NA,30
