"basin","basin_id","year","n_sites","ak_acid_weed_avg","ak_acid_weed_sd","ak_acid_weed_var","ak_broad-ribbed_kelp_avg","ak_broad-ribbed_kelp_sd","ak_broad-ribbed_kelp_var","ak_bull_kelp_avg","ak_bull_kelp_sd","ak_bull_kelp_var","ak_feather_boa_n_avg","ak_feather_boa_n_sd","ak_feather_boa_n_var","ak_five-ribbed_kelp_avg","ak_five-ribbed_kelp_sd","ak_five-ribbed_kelp_var","ak_giant_kelp_n_avg","ak_giant_kelp_n_sd","ak_giant_kelp_n_var","ak_sieve_kelp_avg","ak_sieve_kelp_sd","ak_sieve_kelp_var","ak_sugar_kelp_avg","ak_sugar_kelp_sd","ak_sugar_kelp_var","ak_three-ribbed_kelp_avg","ak_three-ribbed_kelp_sd","ak_three-ribbed_kelp_var","ak_torn_kelp_avg","ak_torn_kelp_sd","ak_torn_kelp_var","ak_winged_kelp_avg","ak_winged_kelp_sd","ak_winged_kelp_var","ak_wire_weed_avg","ak_wire_weed_sd","ak_wire_weed_var","ak_woody_kelp_avg","ak_woody_kelp_sd","ak_woody_kelp_var","cv_acid_weed_avg","cv_acid_weed_sd","cv_acid_weed_var","cv_articulated_avg","cv_articulated_sd","cv_articulated_var","cv_brown_algae_avg","cv_brown_algae_sd","cv_brown_algae_var","cv_crustose_avg","cv_crustose_sd","cv_crustose_var","cv_encrusting_avg","cv_encrusting_sd","cv_encrusting_var","cv_green_algae_avg","cv_green_algae_sd","cv_green_algae_var","cv_holdfast_avg","cv_holdfast_sd","cv_holdfast_var","cv_none_avg","cv_none_sd","cv_none_var","cv_red_algae_avg","cv_red_algae_sd","cv_red_algae_var","cv_seagrass_avg","cv_seagrass_sd","cv_seagrass_var","cv_sessile_inverts_avg","cv_sessile_inverts_sd","cv_sessile_inverts_var","rf_0-10cm_avg","rf_0-10cm_sd","rf_0-10cm_var","rf_10cm-1m_avg","rf_10cm-1m_sd","rf_10cm-1m_var","rf_1m-2m_avg","rf_1m-2m_sd","rf_1m-2m_var","rf_over_2m_avg","rf_over_2m_sd","rf_over_2m_var","sb_boulder_avg","sb_boulder_sd","sb_boulder_var","sb_clay-wa_avg","sb_clay-wa_sd","sb_clay-wa_var","sb_cobble_avg","sb_cobble_sd","sb_cobble_var","sb_cobble-wa_avg","sb_cobble-wa_sd","sb_cobble-wa_var","sb_l_boulder-wa_avg","sb_l_boulder-wa_sd","sb_l_boulder-wa_var","sb_other_avg","sb_other_sd","sb_other_var","sb_pebble-wa_avg","sb_pebble-wa_sd","sb_pebble-wa_var","sb_reef_avg","sb_reef_sd","sb_reef_var","sb_rock_avg","sb_rock_sd","sb_rock_var","sb_s_boulder-wa_avg","sb_s_boulder-wa_sd","sb_s_boulder-wa_var","sb_sand_avg","sb_sand_sd","sb_sand_var","sb_shell_hash-wa_avg","sb_shell_hash-wa_sd","sb_shell_hash-wa_var","sp_acid_weed_avg","sp_acid_weed_sd","sp_acid_weed_var","sp_brown_algae_avg","sp_brown_algae_sd","sp_brown_algae_var","sp_green_algae_avg","sp_green_algae_sd","sp_green_algae_var","sp_mobile_inverts_avg","sp_mobile_inverts_sd","sp_mobile_inverts_var","sp_red_algae_avg","sp_red_algae_sd","sp_red_algae_var"
"Eastern_Strait_of_Juan_de_Fuca",7,2022,6,0.66,0.74,0.55,0.26,0.33,0.11,0.38,0.34,0.12,0,0.01,0,0.26,0.29,0.09,0,0,0,0.07,0.15,0.02,1.02,1.11,1.22,0.48,0.77,0.59,0.18,0.34,0.12,0.27,0.61,0.37,0,0.01,0,3.06,2.18,4.76,0,0,0,0,0,0,0.08,0.05,0,0.11,0.06,0,0.17,0.12,0.01,0,0.01,0,0.06,0.07,0.01,0.41,0.18,0.03,0.12,0.06,0,0,0,0,0.03,0.04,0,0.35,0.31,0.09,0.59,0.27,0.07,0.05,0.07,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0.1,0.04,0,0.04,0.04,0,0,0,0,0.17,0.08,0.01,0.18,0.25,0.06,0.09,0.06,0,0.11,0.07,0.01,0.27,0.23,0.05,0.03,0.07,0,0,0,0,0.52,0.3,0.09,0,0,0,0,0.01,0,0.07,0.11,0.01
"Eastern_Strait_of_Juan_de_Fuca",7,2023,10,0.68,1.26,1.58,0.29,0.33,0.11,0.86,1.35,1.82,0,0,0,0.32,0.33,0.11,0,0,0,0.11,0.26,0.07,0.79,0.62,0.38,1.72,2.22,4.95,0.08,0.18,0.03,0.1,0.2,0.04,0,0.01,0,2.54,3,8.99,0,0,0,0.02,0.02,0,0.09,0.11,0.01,0.19,0.14,0.02,0.13,0.09,0.01,0,0.01,0,0.05,0.03,0,0.38,0.23,0.06,0.1,0.08,0.01,0,0.01,0,0.03,0.02,0,0.34,0.28,0.08,0.62,0.27,0.07,0.03,0.05,0,0.01,0.02,0,0,0,0,0.04,0.06,0,0,0,0,0.09,0.04,0,0.07,0.06,0,0,0,0,0.18,0.12,0.01,0.2,0.22,0.05,0.09,0.04,0,0.09,0.08,0.01,0.23,0.25,0.06,0.02,0.03,0,0,0,0,0.42,0.24,0.06,0.01,0.01,0,0.03,0.05,0,0.05,0.06,0
"Eastern_Strait_of_Juan_de_Fuca",7,2024,11,1.13,1.1,1.2,0.39,0.44,0.19,1.08,1.22,1.48,0,0,0,0.66,0.71,0.51,0,0,0,0.05,0.1,0.01,0.77,0.66,0.43,0.37,0.57,0.32,0.21,0.53,0.28,0.07,0.15,0.02,0,0,0,2.29,2.35,5.53,0,0.01,0,0.01,0.02,0,0.08,0.08,0.01,0.17,0.17,0.03,0.13,0.09,0.01,0,0.01,0,0.04,0.04,0,0.39,0.23,0.05,0.13,0.15,0.02,0.01,0.04,0,0.03,0.03,0,0.37,0.3,0.09,0.59,0.28,0.08,0.02,0.05,0,0.01,0.02,0,0,0,0,0.07,0.19,0.04,0,0,0,0.12,0.06,0,0.06,0.04,0,0,0,0,0.17,0.13,0.02,0.18,0.22,0.05,0.06,0.07,0,0.06,0.05,0,0.25,0.26,0.07,0.03,0.06,0,0.03,0.07,0.01,0.43,0.21,0.04,0.02,0.05,0,0.01,0.04,0,0.04,0.04,0
"Eastern_Strait_of_Juan_de_Fuca",7,2025,11,0.68,0.92,0.84,0.36,0.57,0.33,0.85,1.12,1.25,0,0,0,0.65,0.95,0.91,0,0,0,0.3,0.68,0.46,0.56,0.52,0.27,0.3,0.61,0.37,0.09,0.16,0.02,0.04,0.09,0.01,0,0,0,2.37,2.34,5.47,0,0,0,0.01,0.01,0,0.06,0.07,0.01,0.16,0.11,0.01,0.14,0.11,0.01,0.01,0.02,0,0.05,0.05,0,0.44,0.24,0.06,0.08,0.09,0.01,0.02,0.05,0,0.02,0.02,0,0.33,0.29,0.08,0.59,0.25,0.06,0.06,0.11,0.01,0.02,0.05,0,0,0,0,0.08,0.19,0.04,0,0,0,0.09,0.04,0,0.08,0.06,0,0,0,0,0.17,0.11,0.01,0.13,0.15,0.02,0.04,0.03,0,0.11,0.07,0,0.28,0.25,0.06,0.03,0.03,0,0.02,0.03,0,0.41,0.22,0.05,0.01,0.02,0,0.01,0.04,0,0.04,0.1,0.01
"Western_Strait_of_Juan_de_Fuca",8,2023,2,0.16,0.05,0,0.06,0.02,0,0.07,0,0,0,0.01,0,0.04,0.05,0,0.06,0.02,0,0.06,0.09,0.01,0.29,0.08,0.01,0.12,0.16,0.03,0.29,0.25,0.06,0.08,0.04,0,0,0,0,5.64,5.36,28.73,0,0,0,0.03,0.01,0,0.06,0.01,0,0.15,0.02,0,0.06,0.01,0,0,0,0,0.03,0.01,0,0.49,0.13,0.02,0.06,0,0,0.01,0.01,0,0.11,0.11,0.01,0.17,0.03,0,0.6,0.16,0.02,0.13,0.04,0,0.1,0.14,0.02,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0.09,0.06,0,0,0,0,0.03,0.02,0,0.3,0.23,0.05,0.04,0.01,0,0.1,0.06,0,0.36,0.12,0.01,0.03,0.04,0,0,0,0,0.31,0.04,0,0,0,0,0,0.01,0,0,0,0
"Western_Strait_of_Juan_de_Fuca",8,2024,2,0.08,0.03,0,0.18,0.01,0,0.16,0.07,0,0,0,0,0.11,0.16,0.02,0.11,0.1,0.01,0.01,0.01,0,0.2,0.11,0.01,0,0.01,0,0.18,0.06,0,0,0,0,0,0,0,5.01,2.15,4.62,0,0,0,0.08,0.04,0,0.05,0.04,0,0.15,0.06,0,0.04,0.02,0,0,0,0,0.03,0.02,0,0.46,0.08,0.01,0.13,0.03,0,0.01,0.01,0,0.06,0.01,0,0.21,0.08,0.01,0.69,0.01,0,0.08,0.04,0,0.03,0.04,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0.01,0,0.1,0.1,0.01,0,0,0,0.03,0,0,0.34,0.23,0.05,0.06,0.03,0,0.08,0.08,0.01,0.36,0.01,0,0.01,0.01,0,0,0,0,0.41,0.08,0.01,0,0,0,0,0.01,0,0.05,0.01,0
"Western_Strait_of_Juan_de_Fuca",8,2025,2,0.13,0.01,0,0.16,0.21,0.04,0.38,0.47,0.22,0,0,0,0.14,0.2,0.04,0.17,0.02,0,0.12,0.18,0.03,0.45,0.33,0.11,0.02,0.03,0,0.26,0.19,0.04,0,0,0,0,0,0,3.91,0.89,0.79,0,0,0,0.08,0.01,0,0.04,0.06,0,0.12,0.08,0.01,0.04,0.02,0,0.01,0.01,0,0.09,0.01,0,0.5,0.24,0.06,0.08,0.08,0.01,0,0,0,0.04,0.01,0,0.16,0.2,0.04,0.49,0.23,0.05,0.23,0.25,0.06,0.12,0.16,0.03,0,0,0,0,0,0,0,0,0,0.03,0,0,0.07,0.01,0,0,0,0,0.05,0.04,0,0.44,0.36,0.13,0.01,0.01,0,0.06,0,0,0.3,0.3,0.09,0.03,0.03,0,0,0.01,0,0.2,0.01,0,0,0,0,0.04,0.06,0,0.01,0.01,0
"San_Juan_Islands",9,2022,4,0.03,0.04,0,0.36,0.57,0.33,0.05,0.07,0,0,0,0,0.3,0.44,0.2,0,0,0,2.94,1.52,2.3,0.58,0.52,0.27,0,0,0,0,0,0,0.13,0.22,0.05,0,0.01,0,0.05,0.1,0.01,0,0,0,0,0.01,0,0.1,0.04,0,0.22,0.03,0,0.09,0.05,0,0,0,0,0.04,0.02,0,0.37,0.08,0.01,0.07,0.04,0,0,0,0,0.12,0.05,0,0.18,0.09,0.01,0.71,0.02,0,0.09,0.06,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.17,0.03,0,0.08,0.03,0,0,0,0,0.1,0.06,0,0.28,0.15,0.02,0.1,0.04,0,0.09,0.02,0,0.13,0.12,0.01,0.06,0.03,0,0,0,0,0.66,0.12,0.01,0,0,0,0.01,0.01,0,0.01,0.01,0
"San_Juan_Islands",9,2023,9,0.21,0.48,0.23,0.25,0.28,0.08,0.26,0.35,0.13,0,0,0,0.16,0.13,0.02,0,0,0,2.04,1.54,2.38,1.17,0.64,0.41,0.07,0.15,0.02,0.14,0.4,0.16,0.05,0.08,0.01,0.07,0.17,0.03,0.67,1.16,1.36,0,0,0,0.02,0.02,0,0.04,0.04,0,0.25,0.11,0.01,0.12,0.05,0,0.01,0.01,0,0.04,0.02,0,0.34,0.21,0.04,0.13,0.05,0,0,0.01,0,0.06,0.05,0,0.19,0.23,0.05,0.62,0.22,0.05,0.11,0.09,0.01,0.08,0.12,0.01,0,0,0,0,0.01,0,0,0,0,0.09,0.05,0,0.08,0.04,0,0,0,0,0.09,0.11,0.01,0.28,0.16,0.03,0.12,0.08,0.01,0.11,0.06,0,0.16,0.17,0.03,0.07,0.08,0.01,0,0,0,0.61,0.16,0.03,0,0,0,0.01,0.01,0,0.06,0.08,0.01
"San_Juan_Islands",9,2024,11,0.16,0.3,0.09,0.12,0.25,0.06,0.25,0.59,0.35,0,0.01,0,0.18,0.23,0.05,0,0,0,1.76,1.27,1.62,1.2,0.83,0.68,0.05,0.11,0.01,0.06,0.09,0.01,0.03,0.07,0.01,0.02,0.03,0,0.62,1.04,1.08,0,0,0,0,0.01,0,0.07,0.07,0,0.27,0.19,0.04,0.16,0.11,0.01,0.04,0.06,0,0.02,0.02,0,0.25,0.15,0.02,0.15,0.12,0.01,0.01,0.02,0,0.03,0.02,0,0.08,0.13,0.02,0.75,0.2,0.04,0.12,0.13,0.02,0.05,0.09,0.01,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0.11,0.11,0.01,0,0,0,0.09,0.11,0.01,0.34,0.2,0.04,0.08,0.05,0,0.09,0.06,0,0.13,0.18,0.03,0.05,0.07,0,0,0.01,0,0.5,0.19,0.03,0.01,0.02,0,0.02,0.02,0,0.03,0.03,0
"San_Juan_Islands",9,2025,11,0.1,0.21,0.04,0.1,0.14,0.02,0.13,0.15,0.02,0,0,0,0.23,0.21,0.04,0,0,0,1.78,1.74,3.02,1.2,1.01,1.01,0.26,0.7,0.49,0.01,0.02,0,0.05,0.09,0.01,0,0.01,0,0.55,0.8,0.64,0,0,0,0,0.01,0,0.14,0.09,0.01,0.2,0.12,0.01,0.09,0.07,0,0,0,0,0.03,0.02,0,0.33,0.17,0.03,0.12,0.07,0,0,0.01,0,0.09,0.11,0.01,0.13,0.17,0.03,0.77,0.14,0.02,0.07,0.07,0,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0.08,0.02,0,0.08,0.07,0,0,0,0,0.15,0.13,0.02,0.34,0.17,0.03,0.07,0.04,0,0.09,0.06,0,0.14,0.14,0.02,0.06,0.08,0.01,0,0,0,0.48,0.15,0.02,0.01,0.02,0,0.02,0.02,0,0.06,0.06,0
"North_Puget_Sound",10,2022,3,0.18,0.1,0.01,0.01,0.02,0,0.54,0.17,0.03,0,0,0,0.27,0.13,0.02,0,0,0,0.26,0.45,0.2,1.68,1.73,2.98,0.42,0.72,0.52,0.02,0.03,0,0,0.01,0,0.03,0.05,0,0.12,0.2,0.04,0,0,0,0,0,0,0.04,0.05,0,0.15,0.19,0.04,0.09,0.14,0.02,0,0,0,0.03,0.02,0,0.51,0.35,0.12,0.05,0.05,0,0,0,0,0.11,0.11,0.01,0.22,0.15,0.02,0.78,0.15,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.04,0,0.05,0.05,0,0,0,0,0.16,0.08,0.01,0.14,0.22,0.05,0.11,0.05,0,0.08,0.05,0,0.29,0.24,0.06,0.02,0.02,0,0,0,0,0.39,0.13,0.02,0.01,0.02,0,0.01,0.01,0,0.06,0.06,0
"North_Puget_Sound",10,2023,3,0.23,0.3,0.09,0.05,0.09,0.01,0.76,0.6,0.36,0,0,0,0.45,0.55,0.31,0,0,0,0.67,1.17,1.36,2.17,1.71,2.93,0.04,0.06,0,0,0,0,0.07,0.1,0.01,0.02,0.03,0,0.09,0.15,0.02,0,0,0,0.01,0.02,0,0.05,0.01,0,0.17,0.18,0.03,0.09,0.07,0,0.01,0.01,0,0.06,0.02,0,0.32,0.21,0.05,0.1,0.12,0.01,0,0,0,0.19,0.15,0.02,0.17,0.14,0.02,0.78,0.2,0.04,0.03,0.05,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0.11,0.07,0,0.08,0.07,0,0,0,0,0.05,0.01,0,0.18,0.29,0.09,0.2,0.18,0.03,0.11,0.06,0,0.15,0.13,0.02,0.11,0.1,0.01,0,0,0,0.48,0.13,0.02,0,0,0,0.02,0.02,0,0.05,0.05,0
"North_Puget_Sound",10,2024,3,0.12,0.09,0.01,0.01,0.02,0,0.77,0.31,0.09,0,0,0,0.63,0.88,0.78,0,0,0,0.76,1.3,1.7,2.08,1.81,3.28,0.01,0.02,0,0,0.01,0,0.01,0.01,0,0.02,0.02,0,0.15,0.27,0.07,0,0,0,0,0.01,0,0.07,0.06,0,0.14,0.2,0.04,0.05,0.06,0,0,0,0,0.04,0.03,0,0.49,0.22,0.05,0.05,0.03,0,0,0,0,0.18,0.13,0.02,0.23,0.24,0.06,0.73,0.2,0.04,0.02,0.04,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0.15,0.08,0.01,0.09,0.08,0.01,0,0,0,0.07,0.04,0,0.14,0.23,0.05,0.14,0.1,0.01,0.09,0.05,0,0.25,0.17,0.03,0.07,0.05,0,0,0.01,0,0.37,0.04,0,0,0,0,0,0.01,0,0.06,0.08,0.01
"North_Puget_Sound",10,2025,3,0.21,0.12,0.02,0.04,0.07,0,2.24,1.85,3.42,0,0,0,0.51,0.8,0.63,0,0,0,0.4,0.69,0.47,1.54,1.36,1.84,0.27,0.47,0.22,0,0,0,0,0.01,0,0.02,0.03,0,0.84,1.45,2.12,0,0,0,0,0.01,0,0.11,0.11,0.01,0.09,0.14,0.02,0.1,0.13,0.02,0,0.01,0,0.02,0.02,0,0.43,0.24,0.06,0.03,0.02,0,0,0,0,0.2,0.18,0.03,0.2,0.05,0,0.79,0.04,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.1,0.01,0.06,0.07,0.01,0,0,0,0.1,0.03,0,0.19,0.29,0.08,0.07,0.1,0.01,0.07,0.06,0,0.28,0.21,0.04,0.08,0.1,0.01,0.02,0.03,0,0.48,0.07,0,0,0,0,0.01,0.01,0,0.02,0.01,0
