"key","basin","basin_id","site","site_id","transect","depth_zone","latitude","longitude","year","date","depth_ft","acid_weed","broad-ribbed_kelp","bull_kelp","five-ribbed_kelp","sieve_kelp","sugar_kelp","three-ribbed_kelp","torn_kelp","winged_kelp","wire_weed","woody_kelp","giant_kelp_n","giant_kelp_stipe","feather_boa_n","feather_boa_stipe"
"2_7_6_24","Central_Puget_Sound",2,"Owen_Beach",7,6,"inshore",47.31752,-122.53389,2024,"6/11/2024",13,10,0,44,52,0,70,0,0,0,3,63,0,0,0,0
"2_7_1_25","Central_Puget_Sound",2,"Owen_Beach",7,1,"offshore",47.31752,-122.53389,2025,"6/30/2025",35.5,14,0,8,2,0,22,0,0,0,0,4,0,0,0,0
"2_7_2_25","Central_Puget_Sound",2,"Owen_Beach",7,2,"offshore",47.31752,-122.53389,2025,"6/30/2025",31.5,30,9,26,41,0,18,0,0,0,0,87,0,0,0,0
"2_7_3_25","Central_Puget_Sound",2,"Owen_Beach",7,3,"offshore",47.31752,-122.53389,2025,"6/30/2025",34,3,0,17,19,0,4,0,0,0,0,15,0,0,0,0
"2_7_4_25","Central_Puget_Sound",2,"Owen_Beach",7,4,"inshore",47.31752,-122.53389,2025,"6/30/2025",17.5,17,0,214,81,0,166,0,0,0,2,53,0,0,0,0
"2_7_5_25","Central_Puget_Sound",2,"Owen_Beach",7,5,"inshore",47.31752,-122.53389,2025,"6/30/2025",12,48,0,49,77,0,54,0,0,0,14,64,0,0,0,0
"2_7_6_25","Central_Puget_Sound",2,"Owen_Beach",7,6,"inshore",47.31752,-122.53389,2025,"6/30/2025",19.5,97,14,87,198,1,285,0,0,0,70,230,0,0,0,0
"2_8_1_23","Central_Puget_Sound",2,"Point_Dalco",8,1,"offshore",47.333519,-122.519126,2023,"7/9/2023",12,27,0,6,0,0,318,0,0,0,0,0,0,0,0,0
"2_8_2_23","Central_Puget_Sound",2,"Point_Dalco",8,2,"offshore",47.333519,-122.519126,2023,"7/9/2023",14.5,0,0,260,1,0,450,0,2,0,0,0,0,0,0,0
"2_8_3_23","Central_Puget_Sound",2,"Point_Dalco",8,3,"offshore",47.333519,-122.519126,2023,"7/9/2023",21.5,263,0,263,21,4,606,0,0,0,0,0,0,0,0,0
"2_8_4_23","Central_Puget_Sound",2,"Point_Dalco",8,4,"inshore",47.333519,-122.519126,2023,"7/9/2023",4,5,0,7,0,0,289,0,0,0,3,0,0,0,0,0
"2_8_5_23","Central_Puget_Sound",2,"Point_Dalco",8,5,"inshore",47.333519,-122.519126,2023,"7/9/2023",5.5,3,0,20,5,2,522,0,0,0,11,0,0,0,0,0
"2_8_6_23","Central_Puget_Sound",2,"Point_Dalco",8,6,"inshore",47.333519,-122.519126,2023,"7/9/2023",4.5,0,0,4,0,0,606,0,0,0,35,0,0,0,0,0
"2_8_1_24","Central_Puget_Sound",2,"Point_Dalco",8,1,"offshore",47.333519,-122.519126,2024,"7/14/2024",24,2,0,104,16,0,94,0,0,0,1,0,0,0,0,0
"2_8_2_24","Central_Puget_Sound",2,"Point_Dalco",8,2,"offshore",47.333519,-122.519126,2024,"7/14/2024",24.5,0,0,312,3,0,71,0,0,0,22,0,0,0,0,0
"2_8_3_24","Central_Puget_Sound",2,"Point_Dalco",8,3,"offshore",47.333519,-122.519126,2024,"7/14/2024",26,0,255,0,16,0,42,0,0,0,19,0,0,0,0,0
"2_8_4_24","Central_Puget_Sound",2,"Point_Dalco",8,4,"inshore",47.333519,-122.519126,2024,"7/14/2024",12,0,0,67,1,0,283,0,0,0,0,0,0,0,0,0
"2_8_5_24","Central_Puget_Sound",2,"Point_Dalco",8,5,"inshore",47.333519,-122.519126,2024,"7/14/2024",11,0,0,48,0,0,83,0,0,0,0,0,0,0,0,0
"2_8_6_24","Central_Puget_Sound",2,"Point_Dalco",8,6,"inshore",47.333519,-122.519126,2024,"7/14/2024",14.5,7,0,570,11,0,197,0,0,0,16,0,0,0,0,0
"2_8_1_25","Central_Puget_Sound",2,"Point_Dalco",8,1,"offshore",47.333519,-122.519126,2025,"7/20/2025",26,14,0,201,96,0,108,0,0,0,0,0,0,0,0,0
"2_8_2_25","Central_Puget_Sound",2,"Point_Dalco",8,2,"offshore",47.333519,-122.519126,2025,"7/20/2025",27,2,0,133,10,0,28,0,0,0,0,0,0,0,0,0
"2_8_3_25","Central_Puget_Sound",2,"Point_Dalco",8,3,"offshore",47.333519,-122.519126,2025,"7/20/2025",24.5,31,0,1134,41,0,486,0,0,0,0,0,0,0,0,0
"2_8_4_25","Central_Puget_Sound",2,"Point_Dalco",8,4,"inshore",47.333519,-122.519126,2025,"7/20/2025",10.5,0,0,270,10,0,294,0,0,0,316,0,0,0,0,0
"2_8_5_25","Central_Puget_Sound",2,"Point_Dalco",8,5,"inshore",47.333519,-122.519126,2025,"7/20/2025",10.5,0,0,78,32,0,363,0,0,0,15,0,0,0,0,0
"2_8_6_25","Central_Puget_Sound",2,"Point_Dalco",8,6,"inshore",47.333519,-122.519126,2025,"7/20/2025",11.5,0,0,168,46,0,253,0,0,0,10,0,0,0,0,0
"2_9_1_23","Central_Puget_Sound",2,"Saltwater_State_Park",9,1,"offshore",47.373282,-122.327981,2023,"8/13/2023",47,17,0,0,2,0,93,0,0,0,0,0,0,0,0,0
"2_9_2_23","Central_Puget_Sound",2,"Saltwater_State_Park",9,2,"offshore",47.373282,-122.327981,2023,"8/13/2023",53.5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"2_9_3_23","Central_Puget_Sound",2,"Saltwater_State_Park",9,3,"offshore",47.373282,-122.327981,2023,"8/13/2023",34,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"2_9_4_23","Central_Puget_Sound",2,"Saltwater_State_Park",9,4,"inshore",47.373282,-122.327981,2023,"8/13/2023",62,5,0,0,2,0,15,0,0,0,0,0,0,0,0,0
"2_9_5_23","Central_Puget_Sound",2,"Saltwater_State_Park",9,5,"inshore",47.373282,-122.327981,2023,"8/13/2023",19.5,67,0,0,0,0,120,0,0,0,0,0,0,0,0,0
"2_9_6_23","Central_Puget_Sound",2,"Saltwater_State_Park",9,6,"inshore",47.373282,-122.327981,2023,"8/13/2023",17.5,28,0,0,1,0,85,0,0,0,0,0,0,0,0,0
"2_9_1_24","Central_Puget_Sound",2,"Saltwater_State_Park",9,1,"offshore",47.373282,-122.327981,2024,"8/17/2024",53,10,0,0,0,0,133,0,0,0,0,0,0,0,0,0
"2_9_2_24","Central_Puget_Sound",2,"Saltwater_State_Park",9,2,"offshore",47.373282,-122.327981,2024,"8/17/2024",52.5,6,0,0,0,0,66,0,0,0,0,0,0,0,0,0
"2_9_3_24","Central_Puget_Sound",2,"Saltwater_State_Park",9,3,"offshore",47.373282,-122.327981,2024,"8/17/2024",41.5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"2_9_4_24","Central_Puget_Sound",2,"Saltwater_State_Park",9,4,"inshore",47.373282,-122.327981,2024,"8/17/2024",25,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
"2_9_5_24","Central_Puget_Sound",2,"Saltwater_State_Park",9,5,"inshore",47.373282,-122.327981,2024,"8/17/2024",24,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"2_9_6_24","Central_Puget_Sound",2,"Saltwater_State_Park",9,6,"inshore",47.373282,-122.327981,2024,"8/17/2024",30.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"2_9_1_25","Central_Puget_Sound",2,"Saltwater_State_Park",9,1,"offshore",47.373282,-122.327981,2025,"8/17/2025",48,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
"2_9_2_25","Central_Puget_Sound",2,"Saltwater_State_Park",9,2,"offshore",47.373282,-122.327981,2025,"8/17/2025",51.5,2,0,0,0,0,70,0,0,0,0,0,0,0,0,0
"2_9_3_25","Central_Puget_Sound",2,"Saltwater_State_Park",9,3,"offshore",47.373282,-122.327981,2025,"8/17/2025",34,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"2_9_4_25","Central_Puget_Sound",2,"Saltwater_State_Park",9,4,"inshore",47.373282,-122.327981,2025,"8/17/2025",32.5,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0
"2_9_5_25","Central_Puget_Sound",2,"Saltwater_State_Park",9,5,"inshore",47.373282,-122.327981,2025,"8/17/2025",17,28,0,0,0,1,39,0,0,0,0,0,0,0,0,0
"2_9_6_25","Central_Puget_Sound",2,"Saltwater_State_Park",9,6,"inshore",47.373282,-122.327981,2025,"8/17/2025",17.5,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"3_10_1_22","Hood_Canal",3,"Sund_Rock",10,1,"offshore",47.435996,-123.12022,2022,"9/17/2022",47,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"3_10_2_22","Hood_Canal",3,"Sund_Rock",10,2,"offshore",47.435996,-123.12022,2022,"9/17/2022",45.5,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0
"3_10_3_22","Hood_Canal",3,"Sund_Rock",10,3,"offshore",47.435996,-123.12022,2022,"9/17/2022",29,13,0,0,0,79,1,0,0,0,0,0,0,0,0,0
"3_10_4_22","Hood_Canal",3,"Sund_Rock",10,4,"inshore",47.435996,-123.12022,2022,"9/17/2022",27.5,22,0,0,0,67,10,0,0,0,0,0,0,0,0,0
"3_10_5_22","Hood_Canal",3,"Sund_Rock",10,5,"inshore",47.435996,-123.12022,2022,"9/17/2022",15.5,0,0,0,0,11,93,0,0,0,59,0,0,0,0,0
"3_10_6_22","Hood_Canal",3,"Sund_Rock",10,6,"inshore",47.435996,-123.12022,2022,"9/17/2022",13,1,0,0,0,6,65,0,0,3,12,0,0,0,0,0
"3_10_1_23","Hood_Canal",3,"Sund_Rock",10,1,"offshore",47.435996,-123.12022,2023,"6/2/2023",53.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"3_10_2_23","Hood_Canal",3,"Sund_Rock",10,2,"offshore",47.435996,-123.12022,2023,"6/2/2023",49.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"3_10_3_23","Hood_Canal",3,"Sund_Rock",10,3,"offshore",47.435996,-123.12022,2023,"6/2/2023",31,1,0,0,0,53,0,0,0,0,0,0,0,0,0,0
"3_10_4_23","Hood_Canal",3,"Sund_Rock",10,4,"inshore",47.435996,-123.12022,2023,"6/2/2023",35,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"3_10_5_23","Hood_Canal",3,"Sund_Rock",10,5,"inshore",47.435996,-123.12022,2023,"6/2/2023",26,0,0,0,0,166,5,0,0,0,0,0,0,0,0,0
"3_10_6_23","Hood_Canal",3,"Sund_Rock",10,6,"inshore",47.435996,-123.12022,2023,"6/2/2023",23,0,0,0,0,54,11,0,0,0,2,0,0,0,0,0
"3_10_1_24","Hood_Canal",3,"Sund_Rock",10,1,"offshore",47.435996,-123.12022,2024,"6/7/2024",54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3_10_2_24","Hood_Canal",3,"Sund_Rock",10,2,"offshore",47.435996,-123.12022,2024,"6/7/2024",53.5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"3_10_3_24","Hood_Canal",3,"Sund_Rock",10,3,"offshore",47.435996,-123.12022,2024,"6/7/2024",38,0,2,0,0,114,3,0,0,0,0,0,0,0,0,0
"3_10_4_24","Hood_Canal",3,"Sund_Rock",10,4,"inshore",47.435996,-123.12022,2024,"6/7/2024",35,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0
"3_10_5_24","Hood_Canal",3,"Sund_Rock",10,5,"inshore",47.435996,-123.12022,2024,"6/7/2024",25,0,0,0,0,318,12,0,0,0,0,0,0,0,0,0
"3_10_6_24","Hood_Canal",3,"Sund_Rock",10,6,"inshore",47.435996,-123.12022,2024,"6/7/2024",24,0,0,0,0,2,70,0,0,0,0,0,0,0,0,0
"3_10_1_25","Hood_Canal",3,"Sund_Rock",10,1,"offshore",47.435996,-123.12022,2025,"6/13/2025",53.5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"3_10_2_25","Hood_Canal",3,"Sund_Rock",10,2,"offshore",47.435996,-123.12022,2025,"6/13/2025",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3_10_3_25","Hood_Canal",3,"Sund_Rock",10,3,"offshore",47.435996,-123.12022,2025,"6/13/2025",40,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"3_10_4_25","Hood_Canal",3,"Sund_Rock",10,4,"inshore",47.435996,-123.12022,2025,"6/13/2025",41,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"3_10_5_25","Hood_Canal",3,"Sund_Rock",10,5,"inshore",47.435996,-123.12022,2025,"6/13/2025",29,0,0,0,0,39,9,0,0,0,0,0,0,0,0,0
"3_10_6_25","Hood_Canal",3,"Sund_Rock",10,6,"inshore",47.435996,-123.12022,2025,"6/13/2025",25,0,0,0,0,114,15,0,0,0,1,0,0,0,0,0
"2_11_1_23","Central_Puget_Sound",2,"Glen_Acres",11,1,"offshore",47.48005,-122.448455,2023,"7/8/2023",16,7,0,0,2,0,23,0,0,0,0,0,0,0,0,0
"2_11_2_23","Central_Puget_Sound",2,"Glen_Acres",11,2,"offshore",47.48005,-122.448455,2023,"7/8/2023",22.5,0,0,1,15,0,25,0,0,0,0,0,0,0,0,0
"2_11_3_23","Central_Puget_Sound",2,"Glen_Acres",11,3,"offshore",47.48005,-122.448455,2023,"7/8/2023",21,24,0,0,15,0,49,0,0,0,0,0,0,0,0,0
"2_11_4_23","Central_Puget_Sound",2,"Glen_Acres",11,4,"inshore",47.48005,-122.448455,2023,"7/8/2023",9.5,5,0,1,3,0,13,0,0,0,4,0,0,0,0,0
"2_11_5_23","Central_Puget_Sound",2,"Glen_Acres",11,5,"inshore",47.48005,-122.448455,2023,"7/8/2023",10,0,22,1,8,3,11,0,0,2,0,0,0,0,0,0
"2_11_6_23","Central_Puget_Sound",2,"Glen_Acres",11,6,"inshore",47.48005,-122.448455,2023,"7/8/2023",6.5,2,0,0,0,0,43,0,0,0,0,0,0,0,0,0
"2_11_1_24","Central_Puget_Sound",2,"Glen_Acres",11,1,"offshore",47.48005,-122.448455,2024,"7/13/2024",9.5,2,0,3,9,0,25,0,0,0,4,0,0,0,0,0
"2_11_2_24","Central_Puget_Sound",2,"Glen_Acres",11,2,"offshore",47.48005,-122.448455,2024,"7/13/2024",8.5,0,0,16,3,0,112,0,0,0,1,0,0,0,0,0
"2_11_3_24","Central_Puget_Sound",2,"Glen_Acres",11,3,"offshore",47.48005,-122.448455,2024,"7/13/2024",5,0,0,6,2,0,24,0,0,0,0,0,0,0,0,0
"2_11_4_24","Central_Puget_Sound",2,"Glen_Acres",11,4,"inshore",47.48005,-122.448455,2024,"7/13/2024",5,0,0,10,1,0,42,0,0,0,0,0,0,0,0,0
"2_11_5_24","Central_Puget_Sound",2,"Glen_Acres",11,5,"inshore",47.48005,-122.448455,2024,"7/13/2024",6,7,0,3,20,0,72,0,0,0,0,0,0,0,0,0
"2_11_6_24","Central_Puget_Sound",2,"Glen_Acres",11,6,"inshore",47.48005,-122.448455,2024,"7/13/2024",5.5,5,0,5,10,0,65,0,0,0,4,0,0,0,0,0
"2_11_1_25","Central_Puget_Sound",2,"Glen_Acres",11,1,"offshore",47.48005,-122.448455,2025,"7/19/2025",16.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2_11_2_25","Central_Puget_Sound",2,"Glen_Acres",11,2,"offshore",47.48005,-122.448455,2025,"7/19/2025",14.5,2,0,0,3,0,18,0,0,0,3,0,0,0,0,0
"2_11_3_25","Central_Puget_Sound",2,"Glen_Acres",11,3,"offshore",47.48005,-122.448455,2025,"7/19/2025",11,0,0,1,25,0,46,0,0,0,6,0,0,0,0,0
"2_11_4_25","Central_Puget_Sound",2,"Glen_Acres",11,4,"inshore",47.48005,-122.448455,2025,"7/19/2025",8.5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"2_11_5_25","Central_Puget_Sound",2,"Glen_Acres",11,5,"inshore",47.48005,-122.448455,2025,"7/19/2025",5.5,6,0,9,18,0,28,0,0,0,44,0,0,0,0,0
"2_11_6_25","Central_Puget_Sound",2,"Glen_Acres",11,6,"inshore",47.48005,-122.448455,2025,"7/19/2025",5,0,0,5,8,0,30,0,0,0,68,0,0,0,0,0
"2_12_1_22","Central_Puget_Sound",2,"Point_Vashon",12,1,"offshore",47.512553,-122.473981,2022,"7/23/2022",16,13,0,7,28,0,167,0,0,0,2,0,0,0,0,0
"2_12_2_22","Central_Puget_Sound",2,"Point_Vashon",12,2,"offshore",47.512553,-122.473981,2022,"7/23/2022",11,6,0,4,0,0,31,0,0,0,0,0,0,0,0,0
"2_12_3_22","Central_Puget_Sound",2,"Point_Vashon",12,3,"offshore",47.512553,-122.473981,2022,"7/23/2022",11,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0
"2_12_4_22","Central_Puget_Sound",2,"Point_Vashon",12,4,"inshore",47.512553,-122.473981,2022,"7/23/2022",6.5,2,0,235,4,0,558,0,0,0,16,0,0,0,0,0
"2_12_5_22","Central_Puget_Sound",2,"Point_Vashon",12,5,"inshore",47.512553,-122.473981,2022,"7/23/2022",5,16,0,66,5,0,312,0,0,0,13,0,0,0,0,0
"2_12_6_22","Central_Puget_Sound",2,"Point_Vashon",12,6,"inshore",47.512553,-122.473981,2022,"7/23/2022",5,2,0,25,0,0,31,0,0,0,0,0,0,0,0,0
"2_12_1_23","Central_Puget_Sound",2,"Point_Vashon",12,1,"offshore",47.512553,-122.473981,2023,"7/10/2023",37,27,0,24,22,5,93,0,0,35,0,0,0,0,0,0
"2_12_2_23","Central_Puget_Sound",2,"Point_Vashon",12,2,"offshore",47.512553,-122.473981,2023,"7/10/2023",37,17,0,17,5,4,32,0,0,0,0,0,0,0,0,0
"2_12_3_23","Central_Puget_Sound",2,"Point_Vashon",12,3,"offshore",47.512553,-122.473981,2023,"7/10/2023",14,17,0,25,3,0,203,0,0,0,0,0,0,0,0,0
"2_12_4_23","Central_Puget_Sound",2,"Point_Vashon",12,4,"inshore",47.512553,-122.473981,2023,"7/10/2023",12,7,0,9,22,0,105,0,0,0,1,0,0,0,0,0
"2_12_5_23","Central_Puget_Sound",2,"Point_Vashon",12,5,"inshore",47.512553,-122.473981,2023,"7/10/2023",13,15,0,9,13,0,173,0,0,0,2,0,0,0,0,0
"2_12_6_23","Central_Puget_Sound",2,"Point_Vashon",12,6,"inshore",47.512553,-122.473981,2023,"7/10/2023",12,5,0,1,11,0,48,1,0,0,0,0,0,0,0,0
"2_12_1_24","Central_Puget_Sound",2,"Point_Vashon",12,1,"offshore",47.512553,-122.473981,2024,"7/12/2024",11.5,2,0,13,2,0,78,0,0,0,3,0,0,0,0,0
"2_12_2_24","Central_Puget_Sound",2,"Point_Vashon",12,2,"offshore",47.512553,-122.473981,2024,"7/12/2024",11.5,4,0,7,1,0,89,0,0,0,1,0,0,0,0,0
"2_12_3_24","Central_Puget_Sound",2,"Point_Vashon",12,3,"offshore",47.512553,-122.473981,2024,"7/12/2024",12,1,0,10,5,0,36,0,0,0,0,0,0,0,0,0
"2_12_4_24","Central_Puget_Sound",2,"Point_Vashon",12,4,"inshore",47.512553,-122.473981,2024,"7/12/2024",10,36,0,66,6,0,372,0,0,0,0,0,0,0,0,0
"2_12_5_24","Central_Puget_Sound",2,"Point_Vashon",12,5,"inshore",47.512553,-122.473981,2024,"7/12/2024",9.5,6,0,8,2,3,22,0,0,0,0,0,0,0,0,0
"2_12_6_24","Central_Puget_Sound",2,"Point_Vashon",12,6,"inshore",47.512553,-122.473981,2024,"7/12/2024",10.5,2,0,7,14,0,99,0,0,0,0,0,0,0,0,0
"2_12_1_25","Central_Puget_Sound",2,"Point_Vashon",12,1,"offshore",47.512553,-122.473981,2025,"7/18/2025",12,0,0,10,0,0,42,0,0,0,1,0,0,0,0,0
"2_12_2_25","Central_Puget_Sound",2,"Point_Vashon",12,2,"offshore",47.512553,-122.473981,2025,"7/18/2025",20,17,0,35,25,0,78,0,0,0,0,0,0,0,0,0
"2_12_3_25","Central_Puget_Sound",2,"Point_Vashon",12,3,"offshore",47.512553,-122.473981,2025,"7/18/2025",5.5,1,0,2,2,0,11,0,0,0,9,0,0,0,0,0
"2_12_4_25","Central_Puget_Sound",2,"Point_Vashon",12,4,"inshore",47.512553,-122.473981,2025,"7/18/2025",12,1,0,3,1,0,40,0,0,0,2,0,0,0,0,0
"2_12_5_25","Central_Puget_Sound",2,"Point_Vashon",12,5,"inshore",47.512553,-122.473981,2025,"7/18/2025",26,5,0,6,0,0,61,0,0,0,0,0,0,0,0,0
"2_12_6_25","Central_Puget_Sound",2,"Point_Vashon",12,6,"inshore",47.512553,-122.473981,2025,"7/18/2025",17.5,35,0,24,107,0,255,0,0,0,0,0,0,0,0,0
"2_13_1_22","Central_Puget_Sound",2,"Blake_Island_South",13,1,"offshore",47.53049,-122.49498,2022,"10/1/2022",23,3,0,5,15,0,27,0,0,0,0,110,0,0,0,0
"2_13_2_22","Central_Puget_Sound",2,"Blake_Island_South",13,2,"offshore",47.53049,-122.49498,2022,"10/1/2022",26.5,5,0,9,15,1,11,0,0,0,0,98,0,0,0,0
"2_13_3_22","Central_Puget_Sound",2,"Blake_Island_South",13,3,"offshore",47.53049,-122.49498,2022,"10/1/2022",31,0,0,3,11,0,0,0,0,0,0,50,0,0,0,0
"2_13_4_22","Central_Puget_Sound",2,"Blake_Island_South",13,4,"inshore",47.53049,-122.49498,2022,"10/1/2022",14.5,6,0,32,28,0,187,0,0,0,0,0,0,0,0,0
"2_13_5_22","Central_Puget_Sound",2,"Blake_Island_South",13,5,"inshore",47.53049,-122.49498,2022,"10/1/2022",17.5,11,0,48,19,0,172,0,0,0,0,0,0,0,0,0
"2_13_6_22","Central_Puget_Sound",2,"Blake_Island_South",13,6,"inshore",47.53049,-122.49498,2022,"10/1/2022",19,20,0,25,12,0,133,0,0,0,0,0,0,0,0,0
"2_13_1_23","Central_Puget_Sound",2,"Blake_Island_South",13,1,"offshore",47.53049,-122.49498,2023,"9/30/2023",30,0,0,0,12,0,9,0,0,0,0,69,0,0,0,0
"2_13_2_23","Central_Puget_Sound",2,"Blake_Island_South",13,2,"offshore",47.53049,-122.49498,2023,"9/30/2023",26.5,0,0,9,14,0,11,0,0,0,0,66,0,0,0,0
"2_13_3_23","Central_Puget_Sound",2,"Blake_Island_South",13,3,"offshore",47.53049,-122.49498,2023,"9/30/2023",31.5,1,0,1,32,0,12,0,0,0,0,83,0,0,0,0
"2_13_4_23","Central_Puget_Sound",2,"Blake_Island_South",13,4,"inshore",47.53049,-122.49498,2023,"9/30/2023",24,0,0,1,20,0,35,0,0,0,0,83,0,0,0,0
"2_13_5_23","Central_Puget_Sound",2,"Blake_Island_South",13,5,"inshore",47.53049,-122.49498,2023,"9/30/2023",22,3,0,2,17,0,29,0,0,0,0,14,0,0,0,0
"2_13_6_23","Central_Puget_Sound",2,"Blake_Island_South",13,6,"inshore",47.53049,-122.49498,2023,"9/30/2023",17,44,0,38,47,0,283,0,0,0,0,2,0,0,0,0
"2_13_1_24","Central_Puget_Sound",2,"Blake_Island_South",13,1,"offshore",47.53049,-122.49498,2024,"7/12/2024",26.5,10,0,13,144,0,3,0,0,0,0,54,0,0,0,0
"2_13_2_24","Central_Puget_Sound",2,"Blake_Island_South",13,2,"offshore",47.53049,-122.49498,2024,"7/12/2024",27.5,35,0,28,230,1,40,0,0,0,0,25,0,0,0,0
"2_13_3_24","Central_Puget_Sound",2,"Blake_Island_South",13,3,"offshore",47.53049,-122.49498,2024,"7/12/2024",24.5,5,2,13,6,0,3,0,0,0,0,93,0,0,0,0
"2_13_4_24","Central_Puget_Sound",2,"Blake_Island_South",13,4,"inshore",47.53049,-122.49498,2024,"7/12/2024",18,9,0,72,43,0,73,0,0,0,0,0,0,0,0,0
"2_13_5_24","Central_Puget_Sound",2,"Blake_Island_South",13,5,"inshore",47.53049,-122.49498,2024,"7/12/2024",19.5,13,0,93,31,0,47,0,0,0,0,16,0,0,0,0
"2_13_6_24","Central_Puget_Sound",2,"Blake_Island_South",13,6,"inshore",47.53049,-122.49498,2024,"7/12/2024",15.5,39,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"2_13_1_25","Central_Puget_Sound",2,"Blake_Island_South",13,1,"offshore",47.53049,-122.49498,2025,"7/18/2025",23,32,0,0,68,0,87,0,0,0,2,0,0,0,0,0
"2_13_2_25","Central_Puget_Sound",2,"Blake_Island_South",13,2,"offshore",47.53049,-122.49498,2025,"7/18/2025",22.5,22,0,8,36,0,35,0,0,0,4,116,0,0,0,0
"2_13_3_25","Central_Puget_Sound",2,"Blake_Island_South",13,3,"offshore",47.53049,-122.49498,2025,"7/18/2025",21,19,0,20,69,0,63,0,0,0,16,2,0,0,0,0
"2_13_4_25","Central_Puget_Sound",2,"Blake_Island_South",13,4,"inshore",47.53049,-122.49498,2025,"7/18/2025",4.5,18,0,0,0,0,71,0,0,0,8,0,0,0,0,0
"2_13_5_25","Central_Puget_Sound",2,"Blake_Island_South",13,5,"inshore",47.53049,-122.49498,2025,"7/18/2025",1.5,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0
"2_13_6_25","Central_Puget_Sound",2,"Blake_Island_South",13,6,"inshore",47.53049,-122.49498,2025,"7/18/2025",11.5,26,0,0,2,0,113,0,0,0,17,0,0,0,0,0
"2_14_1_22","Central_Puget_Sound",2,"Lincoln_Park",14,1,"offshore",47.536153,-122.397348,2022,"6/4/2022",15,0,0,6,31,0,81,0,0,0,0,0,0,0,0,0
"2_14_2_22","Central_Puget_Sound",2,"Lincoln_Park",14,2,"offshore",47.536153,-122.397348,2022,"6/4/2022",13,46,0,9,35,0,235,0,0,0,0,0,0,0,0,0
"2_14_3_22","Central_Puget_Sound",2,"Lincoln_Park",14,3,"offshore",47.536153,-122.397348,2022,"6/4/2022",4.5,20,0,6,33,0,96,0,0,0,0,0,0,0,0,0
"2_14_4_22","Central_Puget_Sound",2,"Lincoln_Park",14,4,"inshore",47.536153,-122.397348,2022,"6/4/2022",17.5,0,0,11,28,0,438,0,0,0,0,0,0,0,0,0
"2_14_5_22","Central_Puget_Sound",2,"Lincoln_Park",14,5,"inshore",47.536153,-122.397348,2022,"6/4/2022",9.5,0,0,28,12,0,732,0,0,0,0,0,0,0,0,0
"2_14_6_22","Central_Puget_Sound",2,"Lincoln_Park",14,6,"inshore",47.536153,-122.397348,2022,"6/4/2022",7.5,0,0,3,25,0,71,0,0,0,0,0,0,0,0,0
"2_14_1_23","Central_Puget_Sound",2,"Lincoln_Park",14,1,"offshore",47.536153,-122.397348,2023,"6/12/2023",15.5,7,0,3,46,0,185,0,0,0,0,0,0,0,0,0
"2_14_2_23","Central_Puget_Sound",2,"Lincoln_Park",14,2,"offshore",47.536153,-122.397348,2023,"6/12/2023",11,0,0,4,28,0,300,0,0,0,0,0,0,0,0,0
"2_14_3_23","Central_Puget_Sound",2,"Lincoln_Park",14,3,"offshore",47.536153,-122.397348,2023,"6/12/2023",13,0,0,9,15,0,161,0,0,0,0,0,0,0,0,0
"2_14_4_23","Central_Puget_Sound",2,"Lincoln_Park",14,4,"inshore",47.536153,-122.397348,2023,"6/12/2023",6,0,0,17,181,0,313,0,0,3,0,0,0,0,0,0
"2_14_5_23","Central_Puget_Sound",2,"Lincoln_Park",14,5,"inshore",47.536153,-122.397348,2023,"6/12/2023",6.5,0,0,52,31,0,294,0,0,0,0,0,0,0,0,0
"2_14_6_23","Central_Puget_Sound",2,"Lincoln_Park",14,6,"inshore",47.536153,-122.397348,2023,"6/12/2023",10.5,0,0,0,12,0,132,0,0,0,0,0,0,0,0,0
