"key","basin","basin_id","site","site_id","transect","depth_zone","latitude","longitude","year","date","depth_ft","ak_acid_weed","ak_broad-ribbed_kelp","ak_bull_kelp","ak_feather_boa_n","ak_feather_boa_stipe","ak_five-ribbed_kelp","ak_giant_kelp_n","ak_giant_kelp_stipe","ak_sieve_kelp","ak_sugar_kelp","ak_three-ribbed_kelp","ak_torn_kelp","ak_winged_kelp","ak_wire_weed","ak_woody_kelp","cv_acid_weed","cv_articulated","cv_brown_algae","cv_crustose","cv_encrusting","cv_green_algae","cv_holdfast","cv_none","cv_red_algae","cv_seagrass","cv_sessile_inverts","mobile_invertebrates","rf_0-10cm","rf_10cm-1m","rf_1m-2m","rf_over_2m","sb_boulder","sb_clay-wa","sb_cobble","sb_cobble-wa","sb_l_boulder-wa","sb_other","sb_pebble-wa","sb_reef","sb_rock","sb_s_boulder-wa","sb_sand","sb_shell_hash-wa","sp_acid_weed","sp_brown_algae","sp_green_algae","sp_mobile_inverts","sp_red_algae","iv_bat_star","iv_blood_star","iv_blue_striped_sun_star","iv_california_sea_cucumber","iv_dawsons_sun_star","iv_dungeness_crab","iv_flat_abalone","iv_giant_pacific_octopus","iv_giant_spined_star","iv_green_crab","iv_green_pallid_urchin","iv_gumboot_chiton","iv_hairy_triton","iv_kelp_crab","iv_kelp_crab_juv","iv_large_anemone","iv_leather_star","iv_masking_crab","iv_mottled_star","iv_ochre_star","iv_orange_cucumber","iv_piddock_clam","iv_pinto_abalone","iv_plumose_anemone","iv_purple_urchin","iv_rainbow_star","iv_red_abalone","iv_red_urchin","iv_rock_crab","iv_rock_scallop","iv_short_spined_star","iv_slender_crab","iv_sunflower_star","fs_black_and_yellow_rockfish","fs_black_rockfish","fs_black_yellowtail_yoy","fs_blue_deacon_yoy","fs_blue_rockfish","fs_bocaccio_yoy","fs_brown_copper_quillback_yoy","fs_brown_rockfish","fs_buffalo_sculpin","fs_cabezon","fs_canary_rockfish","fs_canary_yoy","fs_china_rockfish","fs_copper_rockfish","fs_deacon_rockfish","fs_forage_fish","fs_gopher_rockfish","fs_grass_rockfish","fs_kelp_greenling","fs_kelp_perch","fs_lingcod","fs_pile_perch","fs_puget_sound_rockfish","fs_puget_sound_yoy","fs_quillback_rockfish","fs_red_irish_lord","fs_shiner_perch","fs_spiny_dogfish","fs_spotted_ratfish","fs_striped_perch","fs_vermilion_rockfish","fs_vermillion_yoy","fs_whitespotted_greenling","fs_wolf_eel","fs_yelloweye_rockfish","fs_yelloweye_yoy","fs_yellowtail_rockfish","fs_yoy_rockfish"
"2_12_2_23","Central_Puget_Sound",2,"Point_Vashon",12,2,"offshore",47.512553,-122.473981,2023,2023-07-10,37,17,0,17,0,0,5,0,0,4,32,0,0,0,0,0,0,0,0.03,0,0,0,0,0.97,0,0,0,0,0.33,0.67,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0.87,0,0,0.03,0,0,0.03,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_3_23","Central_Puget_Sound",2,"Point_Vashon",12,3,"offshore",47.512553,-122.473981,2023,2023-07-10,14,17,0,25,0,0,3,0,0,0,203,0,0,0,0,0,0,0,0.03,0,0,0.13,0,0.63,0.13,0.07,0,0,0.83,0.17,0,0,0,0,0,0,0,0,0.1,0,0.03,0,0.87,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_4_23","Central_Puget_Sound",2,"Point_Vashon",12,4,"inshore",47.512553,-122.473981,2023,2023-07-10,12,7,0,9,0,0,22,0,0,0,105,0,0,0,1,0,0,0,0.07,0,0,0.03,0,0.67,0.23,0,0,0,0.77,0.23,0,0,0,0,0,0.07,0,0,0,0,0.03,0.03,0.83,0.03,0,0.37,0,0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,128,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_5_23","Central_Puget_Sound",2,"Point_Vashon",12,5,"inshore",47.512553,-122.473981,2023,2023-07-10,13,15,0,9,0,0,13,0,0,0,173,0,0,0,2,0,0,0,0.07,0,0,0.13,0,0.63,0.17,0,0,0,0.83,0.17,0,0,0,0.07,0,0.03,0,0,0,0,0.03,0.07,0.8,0,0,0.23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_6_23","Central_Puget_Sound",2,"Point_Vashon",12,6,"inshore",47.512553,-122.473981,2023,2023-07-10,12,5,0,1,0,0,11,0,0,0,48,1,0,0,0,0,0,0,0,0.07,0,0.03,0,0.77,0,0.07,0.07,0,1,0,0,0,0,0.03,0,0.03,0,0,0,0,0.03,0,0.9,0,0,0.47,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_1_22","Central_Puget_Sound",2,"Point_Vashon",12,1,"offshore",47.512553,-122.473981,2022,2022-07-23,16,13,0,7,0,0,28,0,0,0,167,0,0,0,2,0,0,0,0,0,0,0.07,0.03,0.5,0.37,0.03,0,0,0.87,0.13,0,0,0,0,0,0,0,0,0.03,0.13,0,0,0.83,0,0,0.53,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_2_22","Central_Puget_Sound",2,"Point_Vashon",12,2,"offshore",47.512553,-122.473981,2022,2022-07-23,11,6,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.07,0.03,0.07,0,0.77,0.23,0,0,0,0,0,0.17,0,0,0.03,0,0.03,0,0.77,0,0,0.43,0,0,0.07,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_3_22","Central_Puget_Sound",2,"Point_Vashon",12,3,"offshore",47.512553,-122.473981,2022,2022-07-23,11,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.73,0.03,0.2,0,0,0.83,0.17,0,0,0,0,0,0,0.03,0,0,0,0,0,0.97,0,0,0.33,0.03,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2_12_4_22","Central_Puget_Sound",2,"Point_Vashon",12,4,"inshore",47.512553,-122.473981,2022,2022-07-23,6.5,2,0,235,0,0,4,0,0,0,558,0,0,0,16,0,0,0,0,0.03,0,0,0,0.77,0.13,0.03,0.03,0,0.67,0.33,0,0,0,0,0,0.1,0,0,0,0.7,0.03,0,0.13,0.03,0,0.7,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_5_22","Central_Puget_Sound",2,"Point_Vashon",12,5,"inshore",47.512553,-122.473981,2022,2022-07-23,5,16,0,66,0,0,5,0,0,0,312,0,0,0,13,0,0,0,0,0.03,0,0,0.07,0.63,0.23,0,0.03,0,0.5,0.5,0,0,0,0,0,0.2,0,0,0.17,0.5,0,0,0.13,0,0,0.6,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_12_6_22","Central_Puget_Sound",2,"Point_Vashon",12,6,"inshore",47.512553,-122.473981,2022,2022-07-23,5,2,0,25,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0.03,0.03,0,0,0.03,0.73,0.13,0,0.03,0,0.23,0.77,0,0,0,0,0,0.2,0,0,0.1,0.43,0.03,0.03,0.2,0,0,0.33,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_1_25","Central_Puget_Sound",2,"Blake_Island_South",13,1,"offshore",47.53049,-122.49498,2025,2025-07-18,23,32,0,0,0,0,68,0,0,0,87,0,0,0,2,0,0,0,0,0.1,0,0.07,0,0.8,0.03,0,0,0,1,0,0,0,0,0,0,0.37,0,0,0.5,0,0,0,0.1,0.03,0,0.33,0.03,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_2_25","Central_Puget_Sound",2,"Blake_Island_South",13,2,"offshore",47.53049,-122.49498,2025,2025-07-18,22.5,22,0,8,0,0,36,0,0,0,35,0,0,0,4,116,0,0,0.13,0.1,0,0,0,0.63,0.1,0,0.03,0,0.47,0.53,0,0,0,0,0,0.27,0,0,0.53,0,0.13,0.03,0.03,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"2_13_3_25","Central_Puget_Sound",2,"Blake_Island_South",13,3,"offshore",47.53049,-122.49498,2025,2025-07-18,21,19,0,20,0,0,69,0,0,0,63,0,0,0,16,2,0,0,0.07,0,0,0,0,0.73,0.2,0,0,0,0,1,0,0,0,0,0,0.23,0,0,0.63,0,0,0,0.13,0,0,0.57,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0
"2_13_4_25","Central_Puget_Sound",2,"Blake_Island_South",13,4,"inshore",47.53049,-122.49498,2025,2025-07-18,4.5,18,0,0,0,0,0,0,0,0,71,0,0,0,8,0,0,0,0,0,0.07,0,0,0.7,0,0.2,0.03,0,0.17,0.83,0,0,0,0,0,0.03,0,0,0.3,0,0.03,0,0.63,0,0,0.23,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_5_25","Central_Puget_Sound",2,"Blake_Island_South",13,5,"inshore",47.53049,-122.49498,2025,2025-07-18,1.5,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.7,0,0,0.97,0.03,0,0,0,0,0,0,0,0,0.17,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"2_13_6_25","Central_Puget_Sound",2,"Blake_Island_South",13,6,"inshore",47.53049,-122.49498,2025,2025-07-18,11.5,26,0,0,0,0,2,0,0,0,113,0,0,0,17,0,0,0,0,0.1,0,0.07,0.03,0.43,0.37,0,0,0,0,1,0,0,0,0,0,0.17,0.07,0,0.23,0,0.13,0,0.4,0,0,0.53,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,2,0,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2_13_1_24","Central_Puget_Sound",2,"Blake_Island_South",13,1,"offshore",47.53049,-122.49498,2024,2024-07-12,26.5,10,0,13,0,0,144,0,0,0,3,0,0,0,0,54,0,0,0.17,0,0.13,0,0.07,0.37,0.23,0,0.03,0,0.63,0.37,0,0,0,0,0,0.17,0,0,0.73,0,0,0,0.1,0,0,0.23,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_2_24","Central_Puget_Sound",2,"Blake_Island_South",13,2,"offshore",47.53049,-122.49498,2024,2024-07-12,27.5,35,0,28,0,0,230,0,0,1,40,0,0,0,0,25,0,0,0.1,0.03,0.2,0,0.07,0.23,0.33,0,0.03,0,0.47,0.53,0,0,0,0,0,0.2,0,0,0.73,0,0,0,0.07,0,0,0.43,0,0,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_3_24","Central_Puget_Sound",2,"Blake_Island_South",13,3,"offshore",47.53049,-122.49498,2024,2024-07-12,24.5,5,2,13,0,0,6,0,0,0,3,0,0,0,0,93,0,0,0,0.07,0.1,0,0.03,0.77,0.03,0,0,0,0,1,0,0,0,0,0,0.17,0,0,0.63,0,0.07,0,0.13,0,0,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0
"2_13_4_24","Central_Puget_Sound",2,"Blake_Island_South",13,4,"inshore",47.53049,-122.49498,2024,2024-07-12,18,9,0,72,0,0,43,0,0,0,73,0,0,0,0,0,0,0,0.03,0,0,0,0,0.97,0,0,0,0,0.7,0.3,0,0,0,0,0,0,0,0,0.5,0.03,0.03,0,0.43,0,0,0.4,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_5_24","Central_Puget_Sound",2,"Blake_Island_South",13,5,"inshore",47.53049,-122.49498,2024,2024-07-12,19.5,13,0,93,0,0,31,0,0,0,47,0,0,0,0,16,0,0,0,0.03,0.07,0,0.03,0.87,0,0,0,0,0.3,0.7,0,0,0,0,0,0.07,0.03,0,0.27,0.17,0,0,0.47,0,0,0.33,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_6_24","Central_Puget_Sound",2,"Blake_Island_South",13,6,"inshore",47.53049,-122.49498,2024,2024-07-12,15.5,39,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.03,0.07,0.07,0.03,0,0.77,0.03,0,0,0,0,1,0,0,0,0,0,0.23,0,0,0.33,0,0.13,0,0.3,0,0,0.17,0,0.03,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_1_23","Central_Puget_Sound",2,"Blake_Island_South",13,1,"offshore",47.53049,-122.49498,2023,2023-09-30,30,0,0,0,0,0,12,0,0,0,9,0,0,0,0,69,0,0,0,0.2,0.2,0,0,0.57,0,0,0.03,0,0.93,0.07,0,0,0,0,0,0.13,0,0,0.7,0,0,0,0.17,0,0,0.4,0,0.03,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"2_13_2_23","Central_Puget_Sound",2,"Blake_Island_South",13,2,"offshore",47.53049,-122.49498,2023,2023-09-30,26.5,0,0,9,0,0,14,0,0,0,11,0,0,0,0,66,0,0,0,0.07,0.03,0,0.13,0.47,0.3,0,0,0,0.43,0.57,0,0,0,0,0,0.53,0,0,0.47,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2_13_3_23","Central_Puget_Sound",2,"Blake_Island_South",13,3,"offshore",47.53049,-122.49498,2023,2023-09-30,31.5,1,0,1,0,0,32,0,0,0,12,0,0,0,0,83,0,0,0.4,0,0.03,0,0,0.27,0.1,0,0.2,0,0.4,0.6,0,0,0,0,0,0.03,0,0,0.67,0,0,0,0.3,0,0,0.23,0,0,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"2_13_4_23","Central_Puget_Sound",2,"Blake_Island_South",13,4,"inshore",47.53049,-122.49498,2023,2023-09-30,24,0,0,1,0,0,20,0,0,0,35,0,0,0,0,83,0,0,0.03,0.03,0.03,0,0,0.6,0.07,0,0.23,0,0.83,0.17,0,0,0,0,0,0.1,0,0,0.77,0,0.07,0,0.07,0,0,0.37,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2_13_5_23","Central_Puget_Sound",2,"Blake_Island_South",13,5,"inshore",47.53049,-122.49498,2023,2023-09-30,22,3,0,2,0,0,17,0,0,0,29,0,0,0,0,14,0,0,0.23,0,0.13,0,0,0.47,0.17,0,0,0,0.23,0.77,0,0,0,0,0,0.27,0,0,0.53,0,0,0,0.17,0.03,0,0.23,0,0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2_13_6_23","Central_Puget_Sound",2,"Blake_Island_South",13,6,"inshore",47.53049,-122.49498,2023,2023-09-30,17,44,0,38,0,0,47,0,0,0,283,0,0,0,0,2,0,0,0.37,0,0.1,0,0.03,0.47,0,0,0.03,0,0,1,0,0,0,0,0,0.13,0,0,0.37,0,0,0,0.5,0,0,0.37,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0
"2_13_1_22","Central_Puget_Sound",2,"Blake_Island_South",13,1,"offshore",47.53049,-122.49498,2022,2022-10-01,23,3,0,5,0,0,15,0,0,0,27,0,0,0,0,110,0,0,0.07,0.07,0.03,0,0.07,0.47,0.17,0,0.13,0,0.77,0.23,0,0,0,0,0,0.73,0,0,0.13,0,0.1,0,0,0.03,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
"2_13_2_22","Central_Puget_Sound",2,"Blake_Island_South",13,2,"offshore",47.53049,-122.49498,2022,2022-10-01,26.5,5,0,9,0,0,15,0,0,1,11,0,0,0,0,98,0,0,0.07,0.17,0.07,0,0,0.43,0.2,0,0.07,0,0.83,0.17,0,0,0,0,0,0.63,0,0,0.27,0,0.07,0,0,0.03,0,0.47,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"2_13_3_22","Central_Puget_Sound",2,"Blake_Island_South",13,3,"offshore",47.53049,-122.49498,2022,2022-10-01,31,0,0,3,0,0,11,0,0,0,0,0,0,0,0,50,0,0,0.13,0.1,0.07,0,0,0.47,0.23,0,0,0,0.77,0.23,0,0,0,0,0,0.53,0,0,0.17,0,0.1,0,0.17,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_4_22","Central_Puget_Sound",2,"Blake_Island_South",13,4,"inshore",47.53049,-122.49498,2022,2022-10-01,14.5,6,0,32,0,0,28,0,0,0,187,0,0,0,0,0,0,0,0.07,0.03,0.03,0,0.07,0.47,0.27,0,0.07,0,0.5,0.5,0,0,0,0,0,0.1,0,0,0.07,0.67,0.03,0,0.13,0,0,0.73,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_5_22","Central_Puget_Sound",2,"Blake_Island_South",13,5,"inshore",47.53049,-122.49498,2022,2022-10-01,17.5,11,0,48,0,0,19,0,0,0,172,0,0,0,0,0,0,0.03,0.1,0,0,0,0.17,0.43,0.2,0,0.07,0,0.13,0.87,0,0,0,0,0,0.1,0,0,0.1,0.6,0,0,0.2,0,0,0.17,0,0,0.03,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_13_6_22","Central_Puget_Sound",2,"Blake_Island_South",13,6,"inshore",47.53049,-122.49498,2022,2022-10-01,19,20,0,25,0,0,12,0,0,0,133,0,0,0,0,0,0,0,0.1,0,0,0.03,0.03,0.5,0.33,0,0,0,0.2,0.8,0,0,0,0,0,0.3,0,0,0.03,0.23,0,0,0.43,0,0,0.2,0.03,0,0.07,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2_14_1_25","Central_Puget_Sound",2,"Lincoln_Park",14,1,"offshore",47.536153,-122.397348,2025,2025-05-31,19,0,0,4,0,0,20,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0.07,0.93,0,0,0,0,0.87,0.13,0,0,0,0,0,0.07,0,0,0,0,0,0,0.93,0,0,0.37,0.1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_14_2_25","Central_Puget_Sound",2,"Lincoln_Park",14,2,"offshore",47.536153,-122.397348,2025,2025-05-31,24.5,1,0,3,0,0,22,0,0,0,128,0,0,0,0,0,0,0,0.03,0.03,0.13,0.03,0.07,0.63,0,0,0.07,0,0.13,0.87,0,0,0,0,0,0.27,0,0,0.17,0,0,0,0.53,0.03,0,0.33,0,0.03,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_14_3_25","Central_Puget_Sound",2,"Lincoln_Park",14,3,"offshore",47.536153,-122.397348,2025,2025-05-31,23.5,0,0,2,0,0,48,0,0,3,159,0,0,0,0,0,0,0,0.17,0,0.17,0,0.07,0.53,0,0,0.07,0,0.23,0.77,0,0,0,0,0,0.1,0,0,0.37,0,0,0,0.4,0.13,0,0.53,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
