"key","basin","basin_id","site","site_id","transect","depth_zone","latitude","longitude","year","date","depth_ft","bat_star","blood_star","blue_striped_sun_star","california_sea_cucumber","dawsons_sun_star","dungeness_crab","giant_pacific_octopus","giant_spined_star","green_crab","green_pallid_urchin","gumboot_chiton","hairy_triton","kelp_crab","kelp_crab_juv","large_anemone","leather_star","mottled_star","ochre_star","orange_cucumber","piddock_clam","pinto_abalone","plumose_anemone","purple_urchin","rainbow_star","red_urchin","rock_crab","rock_scallop","short_spined_star","slender_crab","sunflower_star","flat_abalone","masking_crab","red_abalone"
"2_15_4_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,4,"inshore",47.608873,-122.349157,2023,"2023-09-19",10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2_15_5_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,5,"inshore",47.608873,-122.349157,2023,"2023-09-19",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_15_6_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,6,"inshore",47.608873,-122.349157,2023,"2023-09-19",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_15_1_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,1,"offshore",47.608873,-122.349157,2022,"2022-06-23",9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"2_15_2_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,2,"offshore",47.608873,-122.349157,2022,"2022-06-23",12,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0
"2_15_3_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,3,"offshore",47.608873,-122.349157,2022,"2022-06-23",14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"2_15_4_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,4,"inshore",47.608873,-122.349157,2022,"2022-06-23",22.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0
"2_15_5_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,5,"inshore",47.608873,-122.349157,2022,"2022-06-23",12.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_15_6_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,6,"inshore",47.608873,-122.349157,2022,"2022-06-23",15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_16_1_25","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2025,"2025-07-17",7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_16_2_25","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2025,"2025-07-17",7,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_16_3_25","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2025,"2025-07-17",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0
"2_16_4_25","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2025,"2025-07-17",7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_16_5_25","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2025,"2025-07-17",8,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"2_16_6_25","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2025,"2025-07-17",7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2_16_1_24","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2024,"2024-08-15",7.5,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"2_16_2_24","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2024,"2024-08-15",8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_16_3_24","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2024,"2024-08-15",9.5,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2_16_4_24","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2024,"2024-08-15",6.5,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_16_5_24","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2024,"2024-08-15",8,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_16_6_24","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2024,"2024-08-15",8.5,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_16_1_23","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2023,"2023-07-20",4,0,0,0,0,0,0,0,0,0,0,0,0,22,6,2,0,9,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0
"2_16_2_23","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2023,"2023-07-20",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_16_3_23","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2023,"2023-07-20",3.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_16_4_23","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2023,"2023-07-20",5,0,0,0,0,0,0,0,0,0,0,0,0,15,4,1,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"2_16_5_23","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2023,"2023-07-20",5,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"2_16_6_23","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2023,"2023-07-20",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"2_16_1_22","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2022,"2022-09-14",5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"2_16_2_22","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2022,"2022-09-14",4.5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2_16_3_22","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2022,"2022-09-14",2.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2_16_4_22","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2022,"2022-09-14",3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_16_5_22","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2022,"2022-09-14",2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_16_6_22","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2022,"2022-09-14",2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"2_16_1_21","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2021,"2021-08-18",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"2_16_2_21","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2021,"2021-08-18",NA,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"2_16_3_21","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2021,"2021-08-18",0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0
"2_16_4_21","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2021,"2021-08-18",10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"2_16_5_21","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2021,"2021-08-18",10.5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"2_16_6_21","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2021,"2021-08-18",11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"2_17_1_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,1,"offshore",47.618148,-122.360893,2025,"2025-01-27",21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
"2_17_1_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,1,"offshore",47.618148,-122.360893,2025,"2025-08-29",23.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2_17_2_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,2,"offshore",47.618148,-122.360893,2025,"2025-01-27",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_17_2_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,2,"offshore",47.618148,-122.360893,2025,"2025-08-29",23.5,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_17_3_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,3,"offshore",47.618148,-122.360893,2025,"2025-01-27",17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_17_3_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,3,"offshore",47.618148,-122.360893,2025,"2025-08-29",21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2_17_4_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,4,"inshore",47.618148,-122.360893,2025,"2025-01-27",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_17_4_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,4,"inshore",47.618148,-122.360893,2025,"2025-08-29",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_17_5_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,5,"inshore",47.618148,-122.360893,2025,"2025-01-27",8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_17_5_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,5,"inshore",47.618148,-122.360893,2025,"2025-08-29",6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,18,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_17_6_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,6,"inshore",47.618148,-122.360893,2025,"2025-01-27",11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_17_6_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,6,"inshore",47.618148,-122.360893,2025,"2025-08-29",6.5,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"2_17_1_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,1,"offshore",47.618148,-122.360893,2024,"2024-10-08",21.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2_17_2_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,2,"offshore",47.618148,-122.360893,2024,"2024-10-08",20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2_17_3_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,3,"offshore",47.618148,-122.360893,2024,"2024-10-08",20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_17_4_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,4,"inshore",47.618148,-122.360893,2024,"2024-10-08",6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"2_17_5_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,5,"inshore",47.618148,-122.360893,2024,"2024-10-08",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"2_17_6_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,6,"inshore",47.618148,-122.360893,2024,"2024-10-08",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_18_1_25","Central_Puget_Sound",2,"Grain_Terminal",18,1,"offshore",47.624131,-122.369154,2025,"2025-07-16",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"2_18_2_25","Central_Puget_Sound",2,"Grain_Terminal",18,2,"offshore",47.624131,-122.369154,2025,"2025-07-16",19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2_18_3_25","Central_Puget_Sound",2,"Grain_Terminal",18,3,"offshore",47.624131,-122.369154,2025,"2025-07-16",18.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_18_4_25","Central_Puget_Sound",2,"Grain_Terminal",18,4,"inshore",47.624131,-122.369154,2025,"2025-07-16",14,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,9,1,21,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2_18_5_25","Central_Puget_Sound",2,"Grain_Terminal",18,5,"inshore",47.624131,-122.369154,2025,"2025-07-16",14.5,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,13,1,21,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_18_6_25","Central_Puget_Sound",2,"Grain_Terminal",18,6,"inshore",47.624131,-122.369154,2025,"2025-07-16",12.5,0,1,0,0,0,0,0,0,0,0,1,0,7,1,1,0,20,1,33,0,0,1,0,0,0,11,0,0,0,0,0,0,0
"2_18_1_24","Central_Puget_Sound",2,"Grain_Terminal",18,1,"offshore",47.624131,-122.369154,2024,"2024-07-08",21,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,24,2,22,1,0,1,0,0,0,6,0,0,0,0,0,0,0
"2_18_2_24","Central_Puget_Sound",2,"Grain_Terminal",18,2,"offshore",47.624131,-122.369154,2024,"2024-07-08",18.5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,2,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2_18_3_24","Central_Puget_Sound",2,"Grain_Terminal",18,3,"offshore",47.624131,-122.369154,2024,"2024-07-08",18,0,2,0,0,0,0,0,0,0,0,0,0,1,7,1,0,13,0,12,2,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_18_4_24","Central_Puget_Sound",2,"Grain_Terminal",18,4,"inshore",47.624131,-122.369154,2024,"2024-07-08",13.5,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_18_5_24","Central_Puget_Sound",2,"Grain_Terminal",18,5,"inshore",47.624131,-122.369154,2024,"2024-07-08",10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"2_18_6_24","Central_Puget_Sound",2,"Grain_Terminal",18,6,"inshore",47.624131,-122.369154,2024,"2024-07-08",11.5,0,2,0,0,0,0,0,0,0,0,0,0,3,6,0,0,10,2,29,0,0,1,0,0,0,4,0,0,0,0,0,0,0
"2_19_1_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,1,"offshore",47.627001,-122.391019,2025,"2025-01-28",25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,3,0,0,0,1,0,0,0,0,0,0,0
"2_19_1_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,1,"offshore",47.627001,-122.391019,2025,"2025-08-28",25.5,0,5,0,3,0,0,0,0,0,0,0,0,1,7,0,0,238,0,10,0,0,10,0,0,0,2,0,0,0,0,0,0,0
"2_19_2_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,2,"offshore",47.627001,-122.391019,2025,"2025-01-28",21.5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,12,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"2_19_2_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,2,"offshore",47.627001,-122.391019,2025,"2025-08-28",24.5,0,1,0,4,0,0,0,0,0,0,3,0,1,5,0,2,48,0,4,0,0,2,0,0,0,7,0,0,0,0,0,0,0
"2_19_3_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,3,"offshore",47.627001,-122.391019,2025,"2025-01-28",19.5,0,1,0,1,0,0,0,0,0,0,0,0,4,0,1,1,17,0,49,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"2_19_3_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,3,"offshore",47.627001,-122.391019,2025,"2025-08-28",26.5,0,4,0,10,0,0,0,0,0,1,0,0,0,3,0,0,44,0,11,0,0,1,0,0,0,4,0,0,0,0,0,0,0
"2_19_4_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,4,"inshore",47.627001,-122.391019,2025,"2025-01-28",8.5,0,0,0,3,0,0,0,0,0,1,0,0,6,0,2,12,51,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_19_4_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,4,"inshore",47.627001,-122.391019,2025,"2025-08-28",12,0,0,0,2,0,0,0,0,0,1,1,0,5,0,0,3,11,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2_19_5_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,5,"inshore",47.627001,-122.391019,2025,"2025-01-28",8,0,1,0,1,0,0,0,0,0,2,2,0,6,1,0,7,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_19_5_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,5,"inshore",47.627001,-122.391019,2025,"2025-08-28",8.5,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,3,15,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_19_6_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,6,"inshore",47.627001,-122.391019,2025,"2025-01-28",8,0,1,0,4,0,1,0,0,0,0,0,0,11,0,1,7,25,5,12,0,0,3,0,0,0,1,0,0,0,0,0,0,0
"2_19_6_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,6,"inshore",47.627001,-122.391019,2025,"2025-08-28",7,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,14,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2_19_1_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,1,"offshore",47.627001,-122.391019,2024,"2024-10-09",20,0,3,0,1,0,0,0,0,0,0,0,0,2,3,0,1,10,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0
"2_19_2_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,2,"offshore",47.627001,-122.391019,2024,"2024-10-09",20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,2,0,0,12,0,0,0,2,0,0,0,0,0,0,0
"2_19_3_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,3,"offshore",47.627001,-122.391019,2024,"2024-10-09",20,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,27,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0
"2_19_4_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,4,"inshore",47.627001,-122.391019,2024,"2024-10-09",5,0,0,0,0,0,0,0,0,0,33,1,0,2,2,0,6,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_19_5_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,5,"inshore",47.627001,-122.391019,2024,"2024-10-09",5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,36,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_19_6_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,6,"inshore",47.627001,-122.391019,2024,"2024-10-09",5,0,1,0,0,0,0,0,0,0,9,0,0,2,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_20_1_25","Central_Puget_Sound",2,"Magnolia",20,1,"offshore",47.631423,-122.401099,2025,"2025-07-08",12,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,0,47,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"2_20_2_25","Central_Puget_Sound",2,"Magnolia",20,2,"offshore",47.631423,-122.401099,2025,"2025-07-08",11.5,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,27,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2_20_3_25","Central_Puget_Sound",2,"Magnolia",20,3,"offshore",47.631423,-122.401099,2025,"2025-07-08",11.5,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,41,0,14,0,0,0,0,0,0,17,0,0,2,0,0,0,0
"2_20_4_25","Central_Puget_Sound",2,"Magnolia",20,4,"inshore",47.631423,-122.401099,2025,"2025-07-08",12.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2_20_5_25","Central_Puget_Sound",2,"Magnolia",20,5,"inshore",47.631423,-122.401099,2025,"2025-07-08",11,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_20_6_25","Central_Puget_Sound",2,"Magnolia",20,6,"inshore",47.631423,-122.401099,2025,"2025-07-08",10,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,15,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0
"2_20_1_24","Central_Puget_Sound",2,"Magnolia",20,1,"offshore",47.631423,-122.401099,2024,"2024-07-30",13.5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"2_20_2_24","Central_Puget_Sound",2,"Magnolia",20,2,"offshore",47.631423,-122.401099,2024,"2024-07-30",12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"2_20_3_24","Central_Puget_Sound",2,"Magnolia",20,3,"offshore",47.631423,-122.401099,2024,"2024-07-30",11,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,12,0,5,0,0,2,0,0,0,6,0,0,0,0,0,0,0
"2_20_4_24","Central_Puget_Sound",2,"Magnolia",20,4,"inshore",47.631423,-122.401099,2024,"2024-07-30",12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2_20_5_24","Central_Puget_Sound",2,"Magnolia",20,5,"inshore",47.631423,-122.401099,2024,"2024-07-30",11.5,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"2_20_6_24","Central_Puget_Sound",2,"Magnolia",20,6,"inshore",47.631423,-122.401099,2024,"2024-07-30",10,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,17,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0
"2_20_1_23","Central_Puget_Sound",2,"Magnolia",20,1,"offshore",47.631423,-122.401099,2023,"2023-08-23",13,0,0,0,0,0,0,0,0,0,0,0,0,15,1,4,0,28,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0
"2_20_2_23","Central_Puget_Sound",2,"Magnolia",20,2,"offshore",47.631423,-122.401099,2023,"2023-08-23",14,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,30,0,27,0,0,8,0,0,0,15,0,0,0,0,0,0,0
"2_20_3_23","Central_Puget_Sound",2,"Magnolia",20,3,"offshore",47.631423,-122.401099,2023,"2023-08-23",16,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,53,0,0,0,0,3,0,0,0,9,0,0,1,0,0,0,0
"2_20_4_23","Central_Puget_Sound",2,"Magnolia",20,4,"inshore",47.631423,-122.401099,2023,"2023-08-23",15.5,0,0,0,0,0,0,0,0,0,0,0,0,14,8,1,0,40,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
